"line-clamp-1","text-inherit href","[&>em]:bg-blue-100","line-clamp-2","text-inherit href 2","mr-1","truncate","text-xs","text-xs 2","text-xs 3"
"Text Analysis","https://rapidapi.com/neivi-innovacion-tecnologica-sl-neivi-innovacion-tecnologica-sl-default/api/website-descriptor1/playground","Website Descriptor","Get a website description by URL. Title, description, image.","https://rapidapi.com/organization/neivi-innovacion-tecnologica-sl","By Neivi Innovacion Tecnologica SL","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/jackhow2000/api/jarvis14/playground","jarvis","discord bot","https://rapidapi.com/user/jackhow2000","By Jack How","Updated 4 years ago","","",""
"Text Analysis","https://rapidapi.com/aditya.parikh/api/sentimental-analysis1/playground","Sentimental Analysis","Api for sentimental analysis of textual dataq","https://rapidapi.com/user/aditya.parikh","By Aditya Parikh","Updated 5 years ago","","",""
"Text Analysis","https://rapidapi.com/serg.osipchuk/api/AlchemyText/playground","AlchemyText","Analyze text for sentiment and broader concepts.","https://rapidapi.com/user/serg.osipchuk","By Serg Osipchuk","Updated 7 years ago","","",""
"Text Analysis","https://rapidapi.com/insjs/api/chinese-pinyin-conversion-api/playground","Chinese Pinyin Conversion API","The Chinese Pinyin Conversion API allows you to seamlessly convert Chinese characters into their respective Pinyin representations. Whether you need standard Pinyin, Pinyin with tones, or just the initials, this API provides accurate and efficient conversions. Perfect for applications, language tools, and educational resources aiming to enhance Chinese language processing. Experience the ease of integrating Pinyin conversion capabilities into your projects with this reliable and user-friendly...","https://rapidapi.com/user/insjs","By oct0api","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/text-emoji-decorator-api-apiverve/playground","Text Emoji Decorator API - APIVerve","Emoji Decorator is a simple tool for decorating text with emojis. It returns the text decorated with emojis","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/christopherjwu2000/api/goodreads-quotes/playground","goodreads Quotes","An API that returns the best quotes according to what you're feeling / going through.","https://rapidapi.com/user/christopherjwu2000","By Christopher Wu","Updated 1 year ago","100%","264ms",""
"Text Analysis","https://rapidapi.com/webmatrices-api/api/suggest-keyword-generator/playground","Suggest Keyword Generator","This API generates keyword and content idea suggestions for the keyword you've requested.","https://rapidapi.com/organization/webmatrices","By Webmatrices","Updated 3 years ago","","14ms",""
"Text Analysis","https://rapidapi.com/idfy-idfy-default/api/philippines-driving-license-ocr/playground","Philippines Driving License OCR","IDfy’s Philippines Driving License OCR API allows you to onboard your customers with speed and precision.

Enable them to prefill their onboarding forms instantly, by just uploading or scanning a Driving License – IDfy will digitize the document for you!","https://rapidapi.com/organization/idfy","By IDfy","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/ifimageediting/api/img-to-text1/playground","img-to-text","Effortlessly extract text from images in over 100 languages. Our API supports popular image formats like JPEG, PNG, GIF, and JPG. Enhance productivity with seamless conversion of scanned documents, photos, and graphics into editable and searchable text. Try our Image to Text API now!","https://rapidapi.com/user/ifimageediting","By ifimageediting","Updated 11 months ago","","750ms",""
"Text Analysis","https://rapidapi.com/socmood/api/socmood/playground","Socmood","Tiktok, Youtube, Facebook, Instagram, Threads, Telegram Parsing and Analyse.","https://rapidapi.com/user/socmood","By Socmood","Updated 1 year ago","75%","139ms",""
"Text Analysis","https://rapidapi.com/jaypat87/api/aspect-based-sentiment-analysis1/playground","Aspect Based Sentiment Analysis","Extract topics (also known as aspects or entities) from the input text and analyze the sentiment towards each of the topics.","https://rapidapi.com/user/jaypat87","By jaypat87","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/oneai-oneai-default/api/sentiment-analysis38/playground","Sentiment Analysis","This API detects and labels parts of texts that have positive or negative sentiment. Perform sentiment analysis to discover trends, understand the perception of a subject in social media, etc. Configure this API in [the Language Studio](https://studio.oneai.com/?pipeline=AflqKD&utm_medium=sentiments&utm_source=rapidapi)","https://rapidapi.com/organization/oneai","By One AI","Updated 2 years ago","","60816ms",""
"Text Analysis","https://rapidapi.com/fusioncow11/api/python-anywhere/playground","Python Anywhere","Acts as a python proxy. Read Read Me.","https://rapidapi.com/user/fusioncow11","By Fusion Cow","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/brokegti/api/extractoapi/playground","ExtractoAPI","Uses AI Language Models to create a custom summary of provided text.","https://rapidapi.com/user/brokegti","By brokegti","Updated 2 years ago","","",""
"Text Analysis","https://rapidapi.com/zaytheory/api/text-embeddings/playground","text embeddings","This API receives a list of strings and returns a list of vector embeddings corresponding to those strings","https://rapidapi.com/user/zaytheory","By zaytheory","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/rulilg/api/seo-bert-score/playground","SEO BERT Score","Returns the Google's BERT score of a given text against a specific keyword.","https://rapidapi.com/user/rulilg","By RaúlLG","Updated 4 years ago","","214ms",""
"Text Analysis","https://rapidapi.com/despam/api/text-moderator/playground","Text Moderator","Identify toxicity, indecent, threat, offensive, erotic, and spam comments using one API.","https://rapidapi.com/user/despam","By despam","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/ai-box-ai-box-default/api/text-analysis10/playground","Text Analysis","Analysis of text entities, nouns and verbs.","https://rapidapi.com/organization/ai-box","By AI Box","Updated 4 years ago","8.3","5302ms","100%"
"Text Analysis","https://rapidapi.com/cwcarpen95/api/stock-news-sentiment-analysis/playground","Stock News Sentiment Analysis","Determine stock sentiment from financial news article text. This API uses a Naive Bayes classifier to determine positive/negative sentiment. Excerpts from hundreds of financial news articles were used to train the model.","https://rapidapi.com/user/cwcarpen95","By Chris Carpenter","Updated 3 years ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/lorem-ipsum-generator-api-apiverve/playground","Lorem Ipsum Generator API - APIVerve","Lorem Ipsum Generator is a simple tool for generating lorem ipsum text. It returns the generated text.","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/almann/api/word-frequency/playground","Word Frequency","Boost website search engine optimization (SEO) with Word Frequency API - analyze text and extract valuable keywords with ease!","https://rapidapi.com/user/almann","By almann","Updated 6 months ago","8.1","8223ms","100%"
"Text Analysis","https://rapidapi.com/lucardorg-lucardorg-default/api/ocr-captcha-ai-solver/playground","OCR Captcha AI Solver","Cheap but powerful captcha solver using AI","https://rapidapi.com/organization/lucardorg","By LucardOrg","Updated 5 months ago","","",""
"Text Analysis","https://rapidapi.com/bilgisamapi-bilgisamapi-default/api/nsfw-text-detection-service-content-safety-api/playground","NSFW Text Detection Service | Content Safety Api","NSFW Text Detection Service leverages advanced machine learning algorithms to automatically detect and filter inappropriate content in text. Utilizing state-of-the-art AI text analysis, this API ensures safe content by identifying explicit language, hate speech, and other unsuitable text, making it an essential tool for content moderation and maintaining a clean and safe online environment. Seamlessly integrate this powerful text classification technology into your applications to enhance use...","https://rapidapi.com/organization/bilgisamapi","By Bilgisam Ltd","Updated 3 months ago","","",""
"Text Analysis","https://rapidapi.com/SolutionsInSoftware/api/text-analysis-online/playground","Text Analysis Online","provides functionalities related to text analysis, e.g. language detection, grammar correction, text tagging, spelling correction, translation etc.","https://rapidapi.com/user/SolutionsInSoftware","By SolutionsInSoftware","Updated 4 months ago","","",""
"Text Analysis","https://rapidapi.com/robotfa-robotma/api/random-poems/playground","Random Poems","world's first API for internet poems","https://rapidapi.com/organization/robotfa","By Robotfa Team","Updated 5 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/thesaurus-api-apiverve1/playground","Thesaurus API - APIVerve","Thesaurus is a simple tool for getting word synonyms. It returns a list of synonyms","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/website-to-text-api-apiverve/playground","Website to Text API - APIVerve","Website to Text is a simple tool for converting a website to text. It returns the text extracted from the website","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/word-rhymes-api-apiverve/playground","Word Rhymes API - APIVerve","Word Rhymes is a simple tool for getting word rhymes. It returns a list of rhyming words","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","","",""
"Text Analysis","https://rapidapi.com/evlar-evlar-default/api/username-profanity-checker-api-apiverve/playground","Username Profanity Checker API - APIVerve","Username Profanity Checker is a simple tool for checking if a username is inappropriate or profane. It returns if the username is inappropriate or profane","https://rapidapi.com/organization/evlar","By EvlarSoft LLC","Updated 2 months ago","8","1473ms","100%"
